Id,SalePrice
1461,120439.0
1462,174701.5
1463,198843.0
1464,207732.0
1465,195869.5
1466,183168.5
1467,188041.0
1468,182694.5
1469,183279.5
1470,131565.5
1471,199658.5
1472,99485.5
1473,105299.0
1474,156827.5
1475,119649.0
1476,384710.48
1477,281881.14
1478,290033.0
1479,282620.5
1480,507420.0
1481,334557.0
1482,212582.0
1483,199817.5
1484,169467.5
1485,192731.0
1486,201016.02000000002
1487,356552.5
1488,236566.0
1489,209855.5
1490,262926.0
1491,196836.5
1492,84663.5
1493,185514.5
1494,347513.0
1495,298351.5
1496,260784.5
1497,195265.5
1498,167654.0
1499,162211.5
1500,162971.5
1501,184824.0
1502,155573.4
1503,284933.14
1504,259618.0
1505,240707.0
1506,210465.0
1507,261063.0
1508,215689.5
1509,172889.0
1510,151443.0
1511,160642.5
1512,183369.0
1513,147417.5
1514,121223.0
1515,203021.0
1516,169126.0
1517,179571.5
1518,140006.5
1519,229516.5
1520,140790.5
1521,127638.51999999999
1522,172825.0
1523,116944.5
1524,135702.5
1525,129250.0
1526,121172.0
1527,111683.0
1528,139565.5
1529,156849.0
1530,190613.5
1531,97083.0
1532,110299.0
1533,151529.0
1534,126359.0
1535,146206.5
1536,109778.0
1537,43688.56
1538,156077.0
1539,227158.5
1540,87550.0
1541,142929.0
1542,141718.5
1543,213252.0
1544,90241.0
1545,128109.5
1546,135108.0
1547,137581.0
1548,144041.5
1549,126681.5
1550,146068.5
1551,115587.5
1552,154077.0
1553,163089.5
1554,124967.5
1555,177158.5
1556,102667.5
1557,111332.0
1558,99471.0
1559,95042.26000000001
1560,128179.5
1561,143901.0
1562,140902.0
1563,135861.5
1564,167838.0
1565,165410.0
1566,263207.5
1567,84942.5
1568,243903.0
1569,140973.0
1570,148413.0
1571,132425.5
1572,142234.0
1573,290470.7
1574,122803.0
1575,253743.5
1576,242669.5
1577,194953.0
1578,147983.0
1579,161707.5
1580,200104.0
1581,158773.5
1582,132049.0
1583,339758.5
1584,247161.5
1585,149290.5
1586,82536.5
1587,131586.64
1588,152964.5
1589,84642.5
1590,135409.5
1591,96597.0
1592,115172.0
1593,128798.5
1594,149405.5
1595,114614.0
1596,256903.0
1597,210321.0
1598,214459.4
1599,181807.0
1600,169743.5
1601,80940.5
1602,116300.0
1603,75270.52
1604,265372.0
1605,260317.0
1606,190033.0
1607,175510.5
1608,227745.5
1609,188886.74
1610,172472.0
1611,162476.5
1612,181504.5
1613,178081.0
1614,127396.0
1615,87376.5
1616,87652.0
1617,94289.0
1618,133485.5
1619,153344.5
1620,169918.5
1621,144282.0
1622,159655.5
1623,291809.0
1624,238776.0
1625,129442.5
1626,168361.0
1627,200610.5
1628,286538.0
1629,191317.5
1630,378845.0
1631,234475.5
1632,248117.5
1633,182799.0
1634,197283.5
1635,186991.64
1636,167163.0
1637,196632.5
1638,178018.0
1639,199015.0
1640,265086.0
1641,189594.5
1642,249164.0
1643,231182.0
1644,244717.5
1645,219276.0
1646,169794.0
1647,164644.5
1648,135409.5
1649,148262.5
1650,99932.5
1651,132187.5
1652,108913.0
1653,103158.0
1654,153338.0
1655,137594.5
1656,146619.0
1657,154713.5
1658,149226.0
1659,130398.0
1660,159529.5
1661,468953.5
1662,401538.0
1663,413434.5
1664,573629.5
1665,345425.5
1666,320163.0
1667,425086.5
1668,348731.0
1669,306951.0
1670,350540.0
1671,287826.5
1672,446439.0
1673,305717.0
1674,262430.0
1675,214886.0
1676,199069.5
1677,223981.5
1678,526859.0
1679,404956.5
1680,340843.0
1681,253793.0
1682,310376.0
1683,186990.5
1684,189981.5
1685,180995.5
1686,182929.0
1687,179224.5
1688,201482.0
1689,207060.5
1690,203414.5
1691,189410.0
1692,269797.5
1693,174778.5
1694,194861.5
1695,166408.0
1696,281932.5
1697,175949.5
1698,354406.5
1699,337400.5
1700,266451.5
1701,275636.0
1702,272426.5
1703,265860.0
1704,292661.5
1705,243003.5
1706,456033.0
1707,226015.0
1708,228422.5
1709,272547.5
1710,237824.5
1711,277191.5
1712,272564.5
1713,299752.5
1714,241804.5
1715,216736.0
1716,176577.0
1717,168369.0
1718,148123.0
1719,205147.0
1720,228589.0
1721,168328.5
1722,142367.0
1723,161542.0
1724,223852.22
1725,240297.0
1726,185805.0
1727,158430.0
1728,187364.5
1729,170427.0
1730,162982.5
1731,121805.5
1732,141941.5
1733,125157.0
1734,129911.5
1735,134470.0
1736,126478.5
1737,291488.0
1738,243971.0
1739,278477.5
1740,234428.5
1741,204439.5
1742,185421.0
1743,170722.0
1744,327742.5
1745,236676.0
1746,187063.5
1747,219163.0
1748,248761.0
1749,165160.0
1750,125262.5
1751,241084.0
1752,130723.5
1753,151024.5
1754,183168.5
1755,178159.0
1756,142191.5
1757,123638.5
1758,149865.5
1759,175145.5
1760,166417.0
1761,151113.5
1762,186951.5
1763,181456.0
1764,124067.5
1765,177976.0
1766,193213.0
1767,252521.0
1768,153974.5
1769,180444.5
1770,155763.0
1771,129760.0
1772,151075.5
1773,144786.5
1774,142206.5
1775,140393.5
1776,129898.5
1777,118597.5
1778,147269.5
1779,113793.0
1780,166711.5
1781,135191.5
1782,98476.5
1783,154278.0
1784,114058.0
1785,126265.0
1786,143482.5
1787,161764.5
1788,63310.0
1789,106118.5
1790,83125.5
1791,190118.5
1792,160715.5
1793,153977.5
1794,150417.5
1795,140922.5
1796,121743.5
1797,123311.5
1798,131922.0
1799,119743.0
1800,139732.0
1801,139302.0
1802,132958.0
1803,153282.5
1804,149091.0
1805,137483.0
1806,131944.5
1807,119393.0
1808,130369.5
1809,132984.0
1810,151855.5
1811,100422.0
1812,106244.5
1813,132735.0
1814,90514.5
1815,53315.5
1816,100071.5
1817,102264.5
1818,158228.5
1819,127849.0
1820,64995.0
1821,119199.5
1822,153437.5
1823,50408.5
1824,148913.5
1825,144524.5
1826,99424.0
1827,112027.0
1828,152562.0
1829,126896.5
1830,155669.5
1831,167837.5
1832,77028.5
1833,152247.5
1834,126509.0
1835,115760.0
1836,137822.5
1837,81265.5
1838,124828.0
1839,94948.0
1840,167859.0
1841,153619.0
1842,78431.5
1843,128562.0
1844,149606.0
1845,161435.5
1846,157281.5
1847,171044.5
1848,62915.5
1849,120180.0
1850,123900.5
1851,160585.5
1852,128678.0
1853,140929.0
1854,171527.0
1855,158667.5
1856,240983.5
1857,147651.0
1858,149180.82
1859,122958.82
1860,156398.0
1861,120743.88
1862,283301.0
1863,277747.5
1864,277719.5
1865,336891.98
1866,342450.0
1867,244722.0
1868,298534.5
1869,209641.0
1870,230933.5
1871,247550.5
1872,181689.5
1873,246858.0
1874,150696.0
1875,212182.5
1876,207348.5
1877,215681.0
1878,212349.0
1879,140879.5
1880,139710.5
1881,261593.0
1882,266549.0
1883,203347.5
1884,217048.5
1885,238532.5
1886,297045.5
1887,217575.0
1888,295189.0
1889,178460.0
1890,129342.5
1891,142747.5
1892,97359.0
1893,127702.5
1894,127214.5
1895,120897.5
1896,128407.0
1897,143819.5
1898,115061.0
1899,159334.5
